Frec. de muestreo 2
Tiendas de comida, Oficinas, Casas, Hospital, Gimnasios, Restaurants, Centros comerciales, Parques, Semáforo
0,20,497,4,0,2,0,0,0
0,20,526,3,0,0,0,0,0
0,21,561,6,0,0,0,0,0
0,0,571,1,0,0,0,0,0
0,0,592,1,0,0,0,0,0
0,0,599,1,0,0,0,0,0
0,0,611,1,0,0,0,0,0
0,0,622,1,0,0,0,0,0
0,0,628,0,0,0,0,0,0
0,0,637,0,0,0,0,0,0
0,0,647,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,651,0,0,0,0,0,0
0,0,648,0,0,0,0,0,0
0,0,648,3,0,0,0,0,0
0,0,648,2,0,0,0,0,0
0,0,648,2,0,0,0,0,0
0,0,612,0,0,0,0,0,0
0,0,627,5,0,0,0,0,0
0,0,611,3,0,0,0,0,0
0,1,618,8,0,0,0,0,0
0,1,608,1,0,0,0,1,0
0,1,612,4,0,0,0,1,0
0,3,601,3,0,0,1,0,0
3,5,605,4,0,0,2,1,0
3,7,579,1,0,0,0,0,0
5,8,584,1,0,0,0,1,0
7,9,570,0,0,2,0,1,0
10,10,576,0,0,2,0,1,0
8,8,559,1,0,2,0,2,0
9,8,574,2,1,2,0,3,0
7,8,562,0,0,1,0,1,0
5,8,465,2,1,0,0,1,0
5,8,538,1,0,1,0,2,0
5,8,487,4,0,2,1,1,0
6,9,514,6,0,2,2,2,0
3,9,468,5,0,2,1,2,0
6,9,482,4,0,2,1,3,0
3,6,424,1,0,1,4,3,0
15,8,440,3,0,1,4,5,0
6,11,375,3,0,1,4,4,0
15,15,396,6,0,3,5,7,0
10,14,375,3,0,4,5,4,0
12,16,401,3,0,4,6,6,0
0,13,436,0,0,0,0,0,0
0,18,479,2,0,1,0,0,0
0,18,526,1,0,0,0,0,0
0,20,559,4,0,0,0,0,0
0,0,560,1,0,0,0,0,0
0,0,582,1,0,0,0,0,0
0,0,596,0,0,0,0,0,0
0,0,609,1,0,0,0,0,0
0,0,615,1,0,0,0,0,0
0,0,624,0,0,0,0,0,0
0,0,633,0,0,0,0,0,0
0,0,648,0,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,650,0,0,0,0,0,0
0,0,649,0,0,0,0,0,0
0,0,649,1,0,0,0,0,0
0,0,647,0,0,0,0,0,0
0,0,647,1,0,0,0,0,0
0,0,645,0,0,0,0,0,0
0,0,646,1,0,0,0,0,0
